0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.911651,-0.999008,0.748476,-0.131377,0.522389,-0.063391,0.560105,-0.765000,-0.181235,-0.482233,-0.984899,-0.616283,-0.957234,0.274355,0.732293,0.566331,-0.981364,0.030066,0.653945,-0.610444,0.544513,-0.982607,0.170747,0.507051,-0.811135,0.726376,-0.487265,-0.664266,-0.323106,0.102097,-0.339712,0.650485,-0.755397,-0.224517,-0.146010
-0.054295,0.463571,0.625190,-0.053127,0.387374,-0.613519,0.961202,0.677939,-0.562199,0.595915,0.936356,0.934425,0.552690,0.719565,-0.064737,-0.197573,-0.403944,-0.972672,-0.342733,0.880726,-0.607162,-0.951281,-0.815401,-0.760369,0.940696,0.532066,0.126219,-0.821287,0.320383,0.524538,-0.032885,0.958201,0.695630,-0.552208,-0.487568
-0.251121,-0.821735,0.946673,-0.243971,0.152076,0.263539,-0.845044,-0.193587,-0.954588,-0.200316,-0.255550,-0.887279,-0.017337,0.484610,-0.205622,0.027442,-0.782914,-0.855714,0.680057,0.583989,-0.115094,-0.891319,-0.609819,-0.726202,0.797538,-0.072115,0.067106,-0.855260,-0.330099,0.075360,-0.511214,0.344893,0.642944,-0.165512,0.906052
0.700062,0.754832,-0.161119,0.917936,0.350640,0.850679,-0.018923,0.101549,-0.021751,-0.894155,0.941309,0.067372,-0.910829,-0.210927,0.745269,-0.235072,-0.566224,0.240169,-0.017525,0.900836,0.013705,-0.161291,-0.473907,-0.196487,0.774500,0.821531,-0.168165,0.676566,0.137971,-0.654947,0.719060,0.733099,0.981407,-0.251453,-0.705358
-0.628057,-0.262696,0.407758,-0.442710,0.194421,0.908588,-0.917448,0.797650,-0.156262,-0.694728,0.582196,-0.391976,-0.395666,0.211447,-0.211519,-0.516328,-0.271917,-0.971957,-0.310074,0.944808,-0.453961,-0.087451,-0.680436,-0.499728,0.939178,0.296352,0.328528,-0.044004,0.326450,-0.305294,-0.585388,0.757745,0.809170,-0.381306,0.706288
0.850850,-0.998185,-0.201228,-0.553419,-0.874953,-0.876103,0.024636,-0.753902,0.124229,0.709820,-0.930342,0.516346,-0.814717,-0.040354,0.741672,0.656568,-0.376598,-0.654151,0.058217,-0.730710,0.630359,0.130015,-0.319803,0.908522,0.832627,0.098307,-0.855100,-0.386445,-0.478032,-0.815574,0.026450,-0.990346,0.318753,0.261349,0.596823
-0.531068,0.167178,-0.244023,0.489675,0.308110,0.240340,0.000477,0.054171,-0.274846,0.270739,0.287634,0.051662,-0.093051,-0.058410,-0.144308,0.050689,-0.356391,-0.823221,-0.186833,0.545335,-0.524613,-0.525863,-0.389336,-0.306963,0.328639,0.299894,0.039553,-0.184390,-0.235286,-0.347039,-0.390873,0.820287,0.822912,-0.243267,0.494545
-0.005213,-0.620369,0.679079,0.107509,0.252515,0.834162,0.425210,-0.693253,-0.468741,-0.836843,-0.390635,-0.555794,-0.098674,-0.011038,-0.102685,0.307059,-0.478284,-0.005707,-0.031107,0.941235,-0.457038,-0.980883,-0.477921,0.111754,-0.027509,0.326427,0.125603,-0.565033,0.135221,-0.316787,-0.345483,0.761306,0.783282,-0.251672,0.426370
0.156765,-0.453349,0.485427,-0.169805,0.377723,0.670539,0.463230,-0.531630,-0.239289,-0.164442,-0.433119,-0.624010,0.062312,-0.041470,-0.049526,0.264313,-0.625146,-0.011960,-0.004175,0.913073,-0.386295,-0.967959,-0.419222,0.162806,-0.196528,0.219838,0.009314,-0.618006,0.183998,-0.531118,-0.292701,0.777573,0.847005,-0.231238,0.391364
0.991684,0.486746,-0.340768,-0.103213,0.526170,-0.624270,0.763880,-0.107754,0.028214,0.781374,-0.900082,0.834649,-0.766733,0.214007,0.991140,0.463558,-0.807091,0.253033,0.100458,-0.987733,0.444939,0.133227,-0.373633,0.816284,-0.106090,0.345664,-0.969120,-0.613261,-0.517797,-0.384048,0.605284,-0.971521,-0.544323,-0.280501,-0.820053
0.434888,0.977893,-0.913798,0.995303,0.922589,-0.185654,-0.817752,0.272075,-0.987621,0.380598,-0.895175,0.153225,-0.296763,-0.570484,0.985898,-0.421156,0.378686,-0.978133,0.951995,-0.058143,-0.093339,0.283129,-0.357303,-0.874074,0.668843,-0.192710,-0.942502,0.284901,-0.869500,-0.032955,0.743315,0.898962,0.412736,0.464586,-0.815690
0.997464,-0.108027,-0.662571,-0.409581,0.177241,-0.416236,0.760855,-0.054920,0.016749,0.985512,-0.958344,-0.178498,-0.985843,0.418305,0.987363,0.417366,-0.899959,0.069510,-0.148631,-0.976377,0.906748,-0.170816,-0.300140,0.770397,-0.957016,0.155126,-0.912624,0.141133,-0.273306,-0.742932,0.544346,-0.986684,-0.088191,0.543652,-0.504605
