-0.017456,-0.005044,0.570335,-0.253983,0.075006,-0.898718,0.054607,-0.204513,0.541457,-0.484152,-0.177189,0.026068,-0.621204,-0.006556,0.013925,-0.398650,0.088765,-0.580832,-0.248456,0.328592,-0.085644,-0.103600,0.155850,0.327873,0.268715,-0.047823,0.106156,-0.061760,0.308591,0.291832,-0.092974,0.815742,0.094529,-0.073934,-0.275667,-0.165850,-0.120201,-0.000342,-0.167028,-0.001062
-0.365841,-0.122134,-0.221898,-0.981436,-0.059397,0.043968,-0.211722,0.940702,-0.983226,0.397677,0.946393,-0.689312,-0.036329,0.556057,-0.052161,-0.085378,0.177602,0.732676,-0.018431,0.161818,-0.618457,0.215648,-0.332233,-0.107169,-0.052544,0.048721,0.248567,0.116642,0.433341,0.112994,0.195019,0.483237,0.047110,-0.455363,-0.281296,0.137009,0.074772,-0.098733,-0.077693,0.049306
-0.629517,-0.051061,-0.077881,-0.220014,-0.413853,0.015863,-0.245323,0.736236,-0.987580,0.128662,0.913919,-0.734684,-0.034334,0.382010,0.000656,-0.036707,0.272641,0.520907,0.114158,0.145242,-0.823328,-0.048799,-0.965611,0.807229,0.171638,-0.125238,0.749983,-0.611143,-0.541956,-0.762492,-0.017711,0.664378,0.968469,-0.024273,0.837590,0.993528,-0.644497,-0.964933,-0.140809,-0.839964
-0.087787,-0.498011,0.029553,-0.029855,-0.033792,-0.012990,0.072123,0.004639,0.009217,-0.762533,-0.525464,0.615027,0.546187,0.012786,0.537496,-0.081919,0.024917,-0.679628,0.070065,-0.931367,0.287588,-0.655387,0.392339,0.684467,0.000344,-0.866083,0.162654,-0.698205,-0.958161,-0.953752,-0.449248,-0.376646,0.031601,-0.000015,0.029448,-0.742470,-0.800562,-0.456558,0.772579,-0.689189
-0.294567,-0.493028,-0.691447,-0.465300,0.019063,-0.020128,-0.693936,0.907944,-0.236078,0.156490,0.529785,-0.140627,-0.015220,0.583456,-0.057421,-0.274205,0.162781,0.991867,-0.045189,0.288719,-0.603452,0.245914,-0.225918,-0.046480,0.092130,0.018908,0.085724,0.074775,0.369384,0.080378,0.198791,0.422081,-0.029934,-0.386002,-0.577424,0.017751,0.051408,-0.037475,-0.045332,0.041395
0.894567,0.058025,-0.287873,-0.017436,0.684784,-0.016746,0.889250,0.236632,0.020537,0.237143,-0.242233,-0.003698,0.033515,0.102579,0.230997,-0.911253,-0.555231,0.001303,0.783597,0.779299,-0.636607,0.115626,-0.042982,-0.463999,-0.273763,0.025546,0.238906,0.033091,0.696501,0.101248,0.061021,-0.721282,-0.791267,-0.495865,0.648804,0.403831,-0.127294,-0.324748,-0.165357,0.082571
0.710855,-0.141941,-0.882730,-0.046066,0.178199,-0.010843,-0.216439,0.765663,0.061932,0.746903,0.310224,0.020812,-0.002386,-0.167604,-0.104497,-0.644762,0.050512,-0.241026,0.047553,0.546263,-0.727885,0.066112,-0.320041,-0.308175,-0.058705,0.610223,-0.364810,0.061219,0.357327,0.116958,0.014681,0.131759,-0.342847,0.716173,0.527472,0.689137,0.048769,0.021691,-0.261352,0.425977
0.657219,-0.000884,-0.356262,-0.223924,0.424215,-0.009818,0.240671,0.213301,0.628201,-0.189275,0.105570,0.021766,-0.124194,-0.020479,0.143221,-0.569870,-0.066262,-0.037338,0.002878,0.544600,-0.471286,-0.158918,-0.029806,-0.007166,0.358536,0.112109,-0.089722,0.077605,0.331296,0.132460,0.048353,0.340643,0.185987,0.186529,-0.544406,-0.057850,0.086485,-0.012596,-0.059123,0.172928
0.291354,-0.002671,-0.281721,-0.247257,0.162233,-0.007972,0.133344,0.082601,0.590683,-0.270978,0.409081,0.041278,-0.198702,-0.020040,0.057025,-0.230225,0.157483,-0.158480,-0.002134,0.405901,-0.370264,-0.032189,-0.005798,-0.022976,0.087067,0.122454,-0.055643,0.082954,0.439168,0.095975,0.033300,0.089676,-0.068512,0.374336,-0.354534,-0.005360,0.072809,0.056653,-0.063588,0.108288
0.816550,0.025920,-0.429217,0.022549,0.171568,-0.021818,0.740170,0.045319,-0.021143,-0.007271,0.304980,0.044183,0.034690,-0.066194,0.167708,-0.526993,-0.064894,-0.003173,0.275328,0.712517,-0.250192,-0.612067,0.665677,0.064490,0.466944,-0.388278,-0.210482,0.100124,-0.079198,-0.062815,-0.017296,0.178615,0.121588,-0.044344,-0.226990,-0.625417,0.325084,0.203067,0.591510,0.217704
0.607368,-0.961281,-0.592977,0.496666,-0.063089,0.032504,0.683824,0.258607,-0.038878,0.292715,0.192096,-0.628338,-0.106660,0.176680,-0.001220,-0.848223,-0.366047,0.078270,0.938197,0.566735,0.528158,-0.105917,-0.878034,0.811345,0.011668,-0.229948,0.665075,-0.772243,-0.972500,-0.947313,-0.083121,-0.658167,0.862343,-0.000839,0.354044,0.591815,-0.865196,-0.982996,0.588814,-0.875177
0.949395,-0.249134,-0.666467,-0.036978,0.253387,-0.022645,0.389096,0.547440,0.106432,-0.461661,0.226525,0.043704,-0.034224,-0.013044,0.037337,-0.926396,0.259644,-0.108921,0.270397,0.783204,0.200076,-0.686176,0.213295,0.278267,0.001481,-0.288355,-0.084717,-0.455040,0.076427,-0.597356,-0.013776,-0.028272,-0.103205,0.239876,0.210491,-0.892655,-0.603314,0.459345,0.918356,-0.574595
0.993380,0.000446,-0.619030,-0.327053,0.948825,-0.000141,0.496467,0.826482,-0.662869,-0.261009,-0.685352,-0.424365,0.215125,-0.724422,0.689094,-0.965937,-0.307256,-0.000576,-0.019910,0.873716,0.068415,-0.045855,0.165148,0.024530,0.919076,-0.004705,-0.002171,-0.165172,-0.723397,0.157403,-0.003736,0.018753,-0.001680,0.005469,0.000082,-0.929281,-0.164533,0.212602,0.992475,-0.003484
0.155402,-0.147616,-0.896425,-0.162851,0.085861,-0.021563,-0.038433,0.820766,0.185226,0.605063,0.247350,0.057022,-0.005926,-0.140242,-0.075343,-0.627282,0.188865,-0.245833,-0.047469,0.510435,-0.590516,0.151092,-0.130624,-0.094509,0.050633,0.186757,-0.038185,0.045289,0.338149,0.079369,0.076315,0.185441,-0.139185,0.451672,-0.428657,0.055474,0.025498,-0.003961,-0.107713,0.139567
0.876788,0.048849,0.433743,-0.023964,0.236285,-0.391897,0.092180,0.388206,0.018938,0.324446,-0.358690,0.001843,0.007940,-0.072890,-0.049998,-0.913862,-0.424647,-0.028256,0.558862,0.900233,0.555334,-0.312847,0.176684,0.957449,0.006079,-0.307368,0.416000,-0.722790,-0.793669,-0.828237,-0.061585,0.786674,-0.231639,0.026789,0.557584,0.995169,-0.780344,-0.252695,0.421730,-0.921678
0.120986,0.001640,-0.050402,0.345980,-0.037645,0.080802,0.125144,-0.451020,0.632258,-0.026478,-0.236877,0.009326,-0.086120,-0.043743,0.088702,0.379149,-0.399077,-0.003675,-0.087682,0.160629,-0.176419,-0.193296,0.119246,0.405964,0.225332,-0.016944,-0.025111,0.081390,0.669411,0.087775,-0.016925,0.420661,-0.014347,0.222667,-0.020697,-0.452419,-0.094225,0.022085,0.245581,-0.055937
0.437965,-0.065585,-0.703511,-0.062309,0.087709,-0.018358,-0.129071,0.502213,0.108167,0.288389,0.217921,0.048658,-0.020430,-0.075793,-0.024258,-0.451234,0.145467,-0.378136,-0.020042,0.422286,-0.513983,0.056866,-0.011058,-0.062109,-0.071135,0.260307,-0.130506,0.049305,0.359168,0.056532,0.009487,0.057502,-0.059326,0.504040,-0.344825,-0.025504,0.051296,0.042617,-0.079649,0.058152
0.250813,-0.097454,-0.001684,-0.034849,0.246190,-0.017531,0.305164,0.100643,-0.063913,-0.647406,-0.101653,0.547317,0.037145,0.004285,0.054636,-0.583887,0.143519,-0.685770,0.415478,-0.017364,0.379343,-0.596189,0.320054,0.603137,0.000112,-0.857903,0.299779,-0.652364,-0.954546,-0.956987,-0.459537,-0.354832,0.037229,-0.001290,0.063587,-0.705330,-0.790505,-0.608713,0.730762,-0.717423
-0.039851,0.049166,0.012279,-0.011521,0.186869,-0.104598,0.159909,-0.041901,0.111724,0.063510,-0.159413,0.031626,0.024038,-0.202527,-0.071997,-0.092414,-0.013634,0.308152,-0.130023,0.125772,-0.111421,0.169466,-0.081792,-0.083285,0.076587,0.009684,0.078028,-0.010313,-0.068356,0.114199,0.041611,0.187909,0.136132,0.006201,-0.195859,0.084031,-0.017395,-0.044617,-0.128605,0.075264
0.015192,0.008444,0.000875,0.019839,0.287373,0.131117,0.829100,-0.011326,0.553867,-0.000166,-0.504267,-0.043456,-0.230032,-0.469343,0.511615,0.198780,-0.944727,-0.000001,-0.302252,-0.004399,0.104421,-0.345548,0.192112,0.365274,0.102498,-0.058919,0.042533,-0.312376,-0.415920,0.056979,-0.015186,0.557830,-0.004352,-0.061503,0.006224,-0.477726,-0.344829,0.024713,0.723449,-0.057137
-0.064413,-0.429353,0.052626,-0.021960,-0.105318,-0.975119,-0.036356,-0.003004,-0.015372,-0.911817,-0.563259,0.774926,0.750125,0.003213,0.145947,-0.042187,0.016504,-0.856106,0.133934,-0.967275,0.306073,0.095305,0.072390,-0.454809,-0.009527,-0.198327,-0.181435,-0.496927,-0.846438,-0.678654,-0.083215,-0.479747,-0.242233,0.461549,0.054199,-0.595271,-0.335107,0.368404,0.691858,-0.389542
-0.342513,0.225656,-0.410546,-0.629880,0.016774,0.019537,-0.643533,0.945356,-0.637058,0.844514,0.760632,-0.599920,-0.000426,-0.347736,-0.344642,-0.191691,0.074772,0.860721,-0.045460,0.551862,-0.675409,0.021966,-0.037282,-0.329243,-0.184582,0.450103,-0.283710,0.055758,0.389147,0.100626,0.027618,-0.081145,-0.720635,0.802155,0.696235,0.414893,0.012343,0.033152,-0.163643,0.243989
0.947201,-0.009797,-0.832176,-0.346355,0.966638,-0.002881,0.833267,0.864261,0.358800,0.334188,-0.812234,0.003584,0.089494,-0.013675,0.536080,-0.996666,-0.955721,-0.000373,0.970003,0.743230,0.331302,0.120143,0.048410,-0.561328,-0.057732,0.107264,0.165959,-0.295449,-0.847462,-0.258440,-0.026733,-0.065714,-0.306562,0.351042,-0.066821,-0.503756,-0.185071,0.224127,0.217897,-0.111446
0.437965,-0.065585,-0.703511,-0.062309,0.087709,-0.018358,-0.129071,0.502213,0.108167,0.288389,0.217921,0.048658,-0.020430,-0.075793,-0.024258,-0.451234,0.145467,-0.378136,-0.020042,0.422286,-0.513983,0.056866,-0.011058,-0.062109,-0.071135,0.260307,-0.130506,0.049305,0.359168,0.056532,0.009487,0.057502,-0.059326,0.504040,-0.344825,-0.025504,0.051296,0.042617,-0.079649,0.058152
0.657219,-0.000884,-0.356262,-0.223924,0.424215,-0.009818,0.240671,0.213301,0.628201,-0.189275,0.105570,0.021766,-0.124194,-0.020479,0.143221,-0.569870,-0.066262,-0.037338,0.002878,0.544600,-0.471286,-0.158918,-0.029806,-0.007166,0.358536,0.112109,-0.089722,0.077605,0.331296,0.132460,0.048353,0.340643,0.185987,0.186529,-0.544406,-0.057850,0.086485,-0.012596,-0.059123,0.172928
0.437965,-0.065585,-0.703511,-0.062309,0.087709,-0.018358,-0.129071,0.502213,0.108167,0.288389,0.217921,0.048658,-0.020430,-0.075793,-0.024258,-0.451234,0.145467,-0.378136,-0.020042,0.422286,-0.513983,0.056866,-0.011058,-0.062109,-0.071135,0.260307,-0.130506,0.049305,0.359168,0.056532,0.009487,0.057502,-0.059326,0.504040,-0.344825,-0.025504,0.051296,0.042617,-0.079649,0.058152
-0.912399,-0.423307,-0.179465,0.268202,-0.282652,0.012247,-0.865481,0.765146,-0.969281,0.423811,0.784423,-0.933143,-0.043932,0.755802,-0.009346,-0.007383,0.402335,0.987208,-0.142084,0.094816,0.564543,-0.068843,-0.969971,0.780331,0.202423,0.184868,0.586667,-0.524198,-0.584445,-0.655512,-0.050142,0.950807,0.962974,0.025701,0.931527,0.995801,-0.676393,-0.898964,-0.643738,-0.915242
0.437965,-0.065585,-0.703511,-0.062309,0.087709,-0.018358,-0.129071,0.502213,0.108167,0.288389,0.217921,0.048658,-0.020430,-0.075793,-0.024258,-0.451234,0.145467,-0.378136,-0.020042,0.422286,-0.513983,0.056866,-0.011058,-0.062109,-0.071135,0.260307,-0.130506,0.049305,0.359168,0.056532,0.009487,0.057502,-0.059326,0.504040,-0.344825,-0.025504,0.051296,0.042617,-0.079649,0.058152
